ID,Name,Sex,Age,Height,Weight 
4822,Luis Ramn Aranda,M,23,175,57
4823,Ricardo Anibal Araneda Aviles,M,21,186,75
4824,Manuel Araneta Jr.,M,21,185,
4825,Zavana Aranga,F,26,169,75
4826,Alfredo Arango Narvez,M,23,170,65
4827,Juan Esteban Arango Carvajal,M,21,172,62
4828,Julio Arango Pagnamenta,M,14,173,68
4829,Mnica Sarai Arango Estrada,F,24,165,60
4830,Oscar Arango,M,23,171,65
4831,Rogelio Arango E.,M,25,170,
4832,Luis Aranguren,M,21,,
4833,Jos Roberto Diiz Aranha,M,17,191,82
4834,Krystian Aranowski,M,24,198,102
4835,Joana Isabel Raposo Ramos Arantes,F,19,162,57
4836,Marcos Alves Arantes,M,24,194,90
4837,Rmulo Duncan Arantes Filho,M,15,185,75
4838,Istvn Aranyos,M,22,169,63
4839,Agustn Aranzbal Alkorta,M,23,186,78
4840,Jorge Aranzamendi Torres,M,27,172,64
4841,Daniel Aranzubia Aguado,M,20,184,75
4842,Ren Araou,M,21,178,98
4843,Dimitrios Araouzos,M,23,174,65
4844,Kalliopi Kelly Araouzou,F,25,169,55
4845,Zhibek Dzhumalillovna Arapbayeva,F,18,160,58
4847,Franjo Arapovi,M,23,211,120
4848,Jacob Araptany,M,18,168,58
4849,Ion Arapu,M,21,152,48
4850,Linet Arasa Moraa,F,20,173,61
4851,Toru Arase,M,36,169,68
4852,Yota Arase,M,18,180,74
4853,Yukiya Arashiro,M,27,171,64
4854,Kristjn Arason,M,23,194,91
4855,Giulio Ulisse Arata,M,54,,
4856,Yukie Arata,F,17,,
4858,Magomedkhan Suleymanovich Aratsilov,M,29,180,82
4859,Adriana dos Santos Arajo,F,30,167,60
4860,Alexandra Araujo,F,32,167,67
4861,Amanda Carolina Gomes de Arajo,F,26,162,54
4862,Benjamin Esteves Arajo,M,28,,
4863,Carolina Araujo,F,17,158,
4864,Gaspar Jos Pereira Arajo,M,22,185,78
4865,Joo Pedro Carvalho Arajo,M,18,180,68
4866,Luiz Alberto Cardoso de Arajo,M,25,188,88
4867,Nazario Arajo,M,27,165,59
4868,Manuel Aravena,M,30,,
4869,Vctor Aravena Pincheira,M,26,167,55
4870,Athanasios Aravositas,M,,,
4871,Edward Ignacio Araya Corts,M,26,176,62
4872,Kazuo Araya,M,23,172,67
4873,Pedro Araya Zabala,M,26,,
4874,Yerko Ignacio Araya Corts,M,26,178,64
4875,Hicham Arazi,M,22,175,65
4876,Rodica Arba-Pucatu,F,18,179,75
4877,Khalil Arbaji,M,32,,
4880,Alfred Fredy Arber,M,23,,
4881,Walther Arber,M,37,176,80
4882,Alexandre Arbez,M,23,188,88
4883,Maurice Arbez,M,23,166,66
4884,Victor Arbez,M,21,180,80
4885,Michael Ludwig Hariyanto Arbi,M,24,178,70
4886,Gustaf Harald Arbin (Andersson-),M,40,,
4887,Vernica Arbo,F,20,173,64
4888,Auguste mile Arbogast,M,19,171,75
4889,Odile Arboles-Souchon,F,25,170,55
4890,Jeffrey John Arbon,M,20,,
4891,Eduard Arbs Borras,M,25,174,70
4892,Jaime Arbs Serra,M,20,170,64
4893,Juan Arbs Perarnau,M,19,170,72
4894,Larry Arbuthnot,M,20,175,70
4895,Elizabeth Betty Carnegy-Arbuthnott,F,30,,
4896,Thomas Bone Tom Arbuthnott,M,25,,
4897,Anelija Arbutina (-arenac),F,21,178,68
4898,Nicolas Arcales,M,41,,
4899,Angela Arcangeli,F,21,180,
4900,Telemaco Arcangeli,M,29,169,76
4901,Stphane Arcangeloni,M,21,175,80
4902,Ivan Ivo Aranin,M,17,,
4903,Geisa Rafaela Arcanjo,F,20,180,92
4904,Bruno Arcari,M,22,160,60
4905,Diego Arcay Llanos,M,39,183,84
4906,Federico Arce Granados,M,24,177,70
4907,Francisco Javier Arce Roln,M,21,,
4908,Geraldine Arce Vanegas,F,16,160,60
4909,Fernando Arcega Aperte,M,23,204,96
4910,Jos ngel Arcega Aperte,M,28,184,83
4911,Mara Mercedes Arceo Guevara,F,34,171,61
4912,Norberto J. Arceo,M,21,170,54
4913,Shane William Archbold,M,23,182,79
4914,Archenoul,M,,,
4915,Brenda Archer,F,17,166,59
4916,Carl Archer,M,20,180,75
4917,David Douglas Archer,M,28,,
4918,Derek Archer,M,23,193,83
4919,John Jack Archer,M,26,,
4920,Alexander Sandy Archer,M,25,180,71
4921,Simon David Archer,M,23,189,86
4922,Patrice Archetto,M,29,178,78
4923,Anna Archibald,F,20,,
4924,David John Dave Archibald,M,22,187,88
4925,Edward Blake Ed Archibald,M,22,182,77
4926,Jeffrey Victor Jeff Archibald,M,20,177,68
4927,Helen Joan Archibald (-Riddell),F,19,,
4928,Katie Louise Archibald,F,22,178,70
4929,Nancy Archibald (-Joeck),F,24,,
4930,Richard Archibald,M,26,183,70
4931,Robert Michael Archibald Jr.,M,32,211,113
4932,Ryan Archibald,M,27,186,78
4933,Aniekan Okon Koko Archibong,M,31,206,98
4934,Elliot Archilla,M,41,,
4935,Zlia Mensch Kempner Arci,F,46,170,60
4936,Angelo Arcidiacono,M,20,174,74
4937,Isabella Arcila Hurtado,F,22,168,64
4938,Francisco Arcilla Aller,M,32,171,58
4939,Giulia Arcioni,F,22,171,55
4940,Walter Dario Arciprete,M,21,185,80
4941,Lus Martn Arcn Daz,M,24,179,64
4942,Luis Miguel Arconada Echarri,M,22,179,76
4943,Jos Arconada Ramos,M,28,192,76
4944,Jos Manuel Arcos Gil,M,23,177,81
4945,Waldimiro Arcos Riera,M,20,175,75
4946,Eugeniusz Arct,M,36,,
4947,Sailom Ard,M,22,172,57
4948,Suzana Clara Ardeleanu (-Weissbck -Tassi),F,34,165,55
4949,Karel Ardelt,M,31,,
4950,Alice Jean Arden (-Hodge),F,22,170,61
4951,Daphne Arden (-Slater),F,22,167,60
4952,Marie Louis Guy Ardilouze,M,40,,
4953,Ingrida Ardiauskait,F,21,178,65
4954,Corrado Ardizzoni,M,20,,
4955,S. Ardoin,M,,,
4956,Camillo Arduino,M,24,,
4957,Jakob Ardser,M,20,,
4958,Alberto Areces Fernndez,M,21,,
4960,Fouad Aref,M,25,,
4961,Abeba Aregawi Gebretsadik,F,22,170,52
4962,Antti Arell,M,25,188,80
4963,Fidel Arellano,M,,178,
4964,Jos de Jess Arellano Alcocer,M,23,171,65
4965,Miguel Arellano Moreno,M,23,187,81
4966,Ral Arellano Gallo,M,25,174,65
4967,Carlos Arena,M,20,,
4968,Ermenegildo Gildo Arena,M,27,,
4969,Walter Salvatore Arena,M,28,173,67
4970,Gudrun Eivor Elisabeth Arenander (Eklund-),F,27,,
4971,Eric Arenas Centeno,M,21,,
4972,Sandra Lorena Arenas Campuzano,F,18,160,50
4973,Vanesa Arenas Comeron,F,21,155,48
4974,Gregorio Aldo Arencibia Guerra,M,25,183,82
4975,Humberto Daniel Arencibia Martnez,M,22,,
4976,Yenima Arencibia Barrisontes,F,23,167,55
4977,Yordanis Arencibia Verdecia,M,20,167,66
4978,Dieter Arend,M,21,,
4979,Jacco Arends,M,25,186,72
4981,Fernande Arendt (-Jamar),F,,,
4982,Heinz Arendt,M,19,,
4983,Helga Arendt,F,24,178,66
4984,Nancy Arendt-Kemp,F,19,169,55
4985,Isabelle Arne (-Coquet),F,22,170,58
4986,Josette Arne (Delmas-),F,23,,
4987,Brbara Elisabeth Arenhart,F,29,182,73
4988,Jrgen Arenholt,M,35,,
4989,Frank Arens,M,24,184,102
4990,Maarten Johannes Arens,M,28,184,81
4991,Mareks rents,M,25,190,85
4992,Bjarne Arentz,M,19,,
4994,Xavier Areny Fite,M,18,,
4995,Jsus Arenzana,M,30,,
4996,Blanca Ares Torres,F,21,180,
4997,Francesco Franco Arese,M,24,183,70
4998,Johan Kellgren Kell Areskough,M,25,175,65
4999,Alexandros Aresti,M,17,188,80
5000,Neofitos Aresti,M,22,176,64
5001,Luis Felipe Areta Sampriz,M,18,188,78
5002,Paul Arets,M,,,
5003,Thomas Aretz,M,20,199,91
5004,Alfredo Arvalo Reyes,M,28,162,52
5005,Egidio Ral Arvalo Ros,M,30,168,73
5006,ider Orlando Arvalo Truque,M,19,165,60
5007,Jimmy Arvalo Suquitana,M,20,173,65
5008,Rafael Edgardo Arvalo Gonzlez,M,22,180,76
5009,Samantha Michelle Arvalo Salinas,F,17,171,60
5010,Milan Areina,M,20,184,86
5011,D. Argalias,M,,,
5013,Georg Argast,M,36,,
5014,Luis Teodoro Argel Mancilla,M,28,,
5015,Francisco Argem y Sola,M,,,
5016,Ren Raymond Argentin,M,23,184,80
5017,Valentino Vittorio Argento,M,,,
5018,Alessandro Argenton,M,23,172,63
5019,Ansio Argenton,M,25,181,
5020,Simona Dora Arghir (-Sandu),F,27,173,67
5021,Anton Arghira,M,28,178,82
5022,Alexeis Argilagos Segura,M,29,200,80
5023,Joahnys Oscar Argilagos Prez,M,19,152,49
5024,Ccile Argiolas,F,28,170,61
5025,Petar Atanasov Argirov,M,29,,
5026,Anastasios Tasos Argitis,M,23,180,77
5027,Edwin Yancey Eddie Argo,M,36,,
5028,Artyom Vladimirovich Argokov,M,30,180,81
5029,Agustn Argote Marqunez,M,22,168,62
5030,Klber Marie Argouach,M,24,,
5031,John Clifford Argue,M,22,180,66
5032,Humberto Arguedas,M,22,174,66
5033,Betzabeth Anglica Argello Villegas,F,25,164,53
5034,Juan Argello Sandoval,M,21,155,55
5035,Ricardo Arguello,M,,,
5036,Georgios Argyropoulos,M,34,172,58
5037,Mihails Arhipovs,M,21,183,95
5038,Alphonse Aria,M,25,162,58
5039,I Ketut Ariana,M,26,167,69
5040,Antonius Budi Ariantho,M,24,170,66
5041,Alexis Arias Mestre,M,26,177,72
5042,Bernardo Arias,M,30,166,62
5043,Cndida Estefany Arias Prez,F,20,194,68
5044,Carolina Arias Vidal,F,25,159,52
5045,Ismely Arias Castillo,M,23,170,63
5046,Jhon Ramiro Arias Snchez,M,27,167,60
5047,Jorge Arias,M,23,,
5048,Jos Arias Carraln,M,25,,
5049,Juan Carlos Arias Acosta,M,23,175,68
5050,Kellys Yesenia Arias Figueroa,F,27,150,47
5051,Luis Arias Carraln,M,21,,
5052,Katherine Nataly Arias Pea,F,26,172,62
5053,Pol Arias Dourdet,M,19,175,80
5054,Ramn Gines Arias Quinteros,M,19,178,72
5055,Wellington Arias Romero,M,21,170,
5056,Ferhat Arcan,M,23,178,68
5057,Fikret Arcan,M,24,,
5058,Marcus Mills Pomeroy Mark Arie,M,38,,
5059,Gideon Ariel,M,21,184,100
5060,Luigi Arienti,M,23,168,65
5061,Hussain Arif,M,23,170,68
5062,Achad Arifin,M,,,
5063,Jean-Claude Arifon,M,21,185,75
5064,Liliana Beatriz Arigoni,F,21,183,68
5065,Polat Kemboi Arkan,M,21,175,59
5066,Mehmet Saim Arkan,M,21,,
5067,Thomas Arimi,M,30,,
5068,Yosuke Arimitsu,M,20,166,57
5069,Yuko Arimori (-Wilson),F,25,166,47
5070,Hikoroku Arimoto,M,20,,
5071,Shuji Arinaga,M,24,187,83
5072,Yoshiharu Arino,M,25,163,59
5073,Roberto Antonio Arioldi,M,48,174,72
5074,Magomed Davudovich Aripgadzhiyev,M,22,185,81
5075,Dilshod Aripov,M,23,170,60
5076,Alessia Arisi,F,20,165,60
5077,Pedro Arispe,M,23,,
5078,Jos Mara Aristegui Isasa,M,31,183,85
5079,Vctor Hugo Aristizbal Posada,M,21,181,
5080,Lina Aristodimou (-Kouyoumdjian),F,14,162,51
5081,Sokratis Aristodimou,M,17,,
5082,Yury Aristov,M,22,187,77
5083,Francisco Javier Aristu Lozano,M,24,171,75
5084,Rutger Willem Hendrik Arisz,M,22,196,94
5085,Ramil Kamilyevich Aritkulov,M,26,178,67
5086,Francisco Aritmendi Criado,M,26,157,53
5087,Panus Ariyamongkol,M,26,159,51
5088,Surapong Ariyamongkol,M,26,160,50
5089,Natalia Ariza Daz,F,21,160,52
5090,Tatiana Ariza Daz,F,21,161,52
5091,Wilma Yanet Arizapana Yucra,F,29,164,54
5092,Mohamed Al-Arjaoui,M,21,185,91
5093,William Peixoto Arjona,M,37,186,78
5094,Boonsong Arjtaweekul,M,23,169,55
5095,Taweesit Arjtaweekul,M,23,173,59
5096,Simon Graham Arkell,M,26,185,78
5097,Vadim Arkhipchuk,M,23,182,75
5098,Anna Arkhipenko,F,25,175,62
5099,Andrey Arkhipov,M,,,
5100,Dmitry Nikolayevich Arkhipov,M,20,179,68
5101,Yevgeny Valeryevich Arkhipov,M,22,180,
5102,Anna Valeryevna Arkhipova,F,27,176,63
5103,Yuliya Vladimirovna Arkhipova-Andreyeva,F,24,168,51
5104,Lazaros Arkhontopoulos,M,21,170,67
5105,Gregory Arkhurst,M,24,182,81
5106,Vasyl Albertovych Arkhypenko,M,23,178,65
5107,Konstantinos Kostas Arkoudeas,M,19,162,66
5108,Arlene de Queiroz Xavier,F,34,177,74
5109,Fernando Arlete,M,21,,
5110,Fernando Arlete,M,27,174,63
5111,Bernard Arlin,M,26,180,73
5112,Gaston F. M. Arlin,M,,,
5113,Catherine Marie Joelle Cath Arlove,F,29,168,64
5114,Vyninka Rae Robyn Arlow,F,18,163,53
5115,Friederike Arlt,F,16,168,42
5116,Maike Arlt,F,24,174,65
5117,Tobias Arlt,M,26,178,77
5118,Grace Armah,F,25,160,56
5119,Cihat Arman,M,21,,
5120,douard B. Armand,M,,,
5121,Daniel Dominique Hubert  Armand-Delille,M,25,170,
5122,Armando da Silva Martins,M,23,,
5123,Rushdy Armanios,M,20,168,64
5124,Carl Nils Gabriel rmann,M,30,,
5125,Mario Armano,M,21,180,85
5126,Manuel Armanqu Feliu,M,19,,
5127,Alina Armas,F,32,166,53
5128,Dumitru Armel,M,,,
5129,Mihaela Armescu,F,20,180,74
5130,Barbara Armbrust,F,20,180,79
5131,Stefan Armbruster,M,15,165,50
5132,Eduardo Florentino Armella,M,36,165,78
5133,Pedro Armella,M,30,170,78
5134,Romina Armellini,F,23,171,63
5135,Egidio Armelloni,M,27,,
5136,Margarita Armengol Fuster,F,20,165,59
5137,Jaime Armengold Clotet,M,27,184,78
5138,Marie-Thrse Armentero (-Fuzzati),F,18,164,67
5139,Jos Alexis Armenteros Surez,M,23,189,100
5140,Olof Gustaf Armgarth,M,33,,
5141,Fernando Armin Lauffen,M,20,,
5142,Ethel Isabel Armitage (MacLaren-),F,34,,
5143,Heather Joy Armitage (-Young -McClelland),F,19,171,64
5144,Elizabeth Mary Lizzie Armitstead (-Deignan),F,23,168,55
5145,Regyna Armonas,F,20,176,70
5146,George Denholm Armour,M,64,,
5147,John Taylor Arms,M,45,182,
5148,Michael Arms,M,22,199,95
5149,Raymond Richard Ray Armstead,M,24,187,76
5150,Aaron Nigel Armstrong,M,30,173,70
5151,Ainsley Edward Armstrong,M,19,180,70
5152,Elizabeth Betsey Armstrong,F,25,188,77
5153,Charles Ewing Armstrong,M,22,,
5154,David Lee Davey Armstrong,M,17,175,57
5155,David Armstrong,M,23,180,87
5156,Debra Rae Debbie Armstrong,F,20,165,62
5157,Desmond Kevin Armstrong,M,23,183,79
5158,Duncan John DArcy Armstrong,M,20,187,74
5159,Dylan Armstrong,M,27,190,125
5160,Beatrice Eileen Armstrong (-Purdy),F,26,,
5161,Gary Armstrong,M,20,181,65
5162,Ivan Desmond Armstrong,M,28,,
5164,Jeremy Lee Jerry Armstrong,M,24,161,54
5165,James Michael Jim Armstrong,M,31,,
5166,Kenneth Ken Armstrong,M,22,,
5167,Kristin Ann Armstrong (-Savola),F,31,173,58
5168,Lance Edward Armstrong (Gunderson-),M,20,178,75
5169,Laurence Spearman Larry Armstrong,M,32,183,
5170,Robin Armstrong,M,22,,
5171,Dorothy Sheila Armstrong,F,26,170,77
5172,Shirley Armstrong,F,30,167,52
5173,Michel Taylor Tate Armstrong,M,20,190,77
5174,Gottfried Arn,M,23,,
5175,Grta Arn,F,29,180,70
5176,rds rnadttir,F,14,,
5177,Claude Arnaiz,M,21,,
5178,Mariana A. Arnal Aranguren,F,22,,
5179,Rafael Eduardo Arnal Myerston,M,37,,
5180,Arnaldo de Mattos,M,21,183,74
5181,Daniel Arnamnart,M,22,178,80
5182,Gurn Arnardttir,F,24,175,59
5183,rn Arnarson,M,19,193,87
5184,rni Mr rnason,M,20,194,85
5185,rni r rnason,M,23,182,79
5186,Jorge Jordi Arnau Creus,M,26,170,66
5187,Javier Xavi Arnau Creus,M,19,176,76
5188,Catherine Marie-Jeanne Arnaud,F,29,156,62
5189,Henri Auguste Arnaud,M,21,,
5190,Pierre Arnaudin,M,27,,
5191,Tsanko Rosenov Arnaudov,M,24,198,155
5192,Zlatan Arnautovi,M,23,194,93
5193,Lars Gran Mikael Arnberg,M,31,190,82
5195,Erich Arndt,M,24,,
5196,Horst Arndt,M,22,,
5197,Jirka Arndt,M,27,178,62
5198,Judith Arndt,F,19,173,59
5199,Maria Arndt (-Staworzyska -Blank),F,22,170,62
5200,Maximilian Arndt,M,26,180,93
5201,Reinhardt Arndt,M,28,169,60
5202,Eva Johanne Arndt-Riise,F,16,,
5203,Jean Baptiste Pierre Arn,M,21,,
5206,Raul Arnemann,M,23,186,82
5207,Gojko Arneri,M,24,185,87
5208,Christian Aleksander Arnesen,M,21,,
5209,Lasse Arnesen,M,27,175,82
5210,Marvin Arneson,M,25,175,57
5211,Lorenza Arnetoli,F,22,176,75
5212,Jay Joseph Hoyland Arnette,M,21,188,79
5213,Edith Arnheim (Lasch-),F,28,,
5214,Albert Stephan Arnheiter,M,21,,
5216,Mirella Silva Prado Arnhold,F,18,159,51
5217,Andreas Arnold,M,23,178,78
5218,Clemens Arnold,M,22,183,87
5219,Donald John Don Arnold,M,21,178,83
5220,Edward Randall Eddie Arnold,M,22,169,69
5221,Elizabeth Emma Arnold,F,19,162,47
5222,Erwin Arnold,M,29,189,100
5223,Graham James Arnold,M,25,180,80
5224,Karl Arnold,M,,,
5225,Friedrich Karl Arnold,M,23,172,82
5226,Landis Stevens Arnold,M,23,180,77
5227,Mackenzie Elizabeth Arnold,F,22,179,76
5228,Marcel Arnold,M,22,183,78
5229,Marie-Cathrine Arnold,F,24,175,69
5230,Rudolf Arnold,M,,,
5231,Scott Edward Arnold,M,27,,
5232,Thomas Alfred Arnold,M,22,,
5233,Virginie Arnold,F,28,155,50
5234,Werner Arnold,M,29,174,115
5235,Adriano Arnoldo,M,,192,95
5236,Haukur Arnrsson,M,22,175,70
5237,William Robert Bob Arnott,M,29,,
5238,Pascal Arnou,M,22,160,59
5239,Isabelle Arnould,F,17,181,67
5240,Jean-Marie Arnould,M,22,186,
5241,Kevin Arnould,M,21,178,63
5242,Fernand Clment Arnout,M,20,,
5243,Jacques Arnoux,M,22,170,60
5244,Marcellus Wilhelmus Marcel Arntz,M,30,179,70
5245,Emilie Hegh Arntzen,F,22,183,78
5246,Carlos Alberto Aro,M,20,172,57
5247,Helle Aro (Saadlo-),F,31,175,65
5248,Toivo Nestori Aro (Ahlstedt-),M,21,,
5249,Pedro Aroche de los Monteros,M,26,170,59
5250,Muslim Aremu Arogundade,M,26,,
5251,Aldo Mario Aroldi,M,37,,
5252,Sarce Aronggear,F,25,163,62
5253,Antonis Aronis,M,23,201,103
5254,Felix Aronovich,M,24,168,63
5255,Walter Eric Aronson,M,38,189,90
5256,Ivar Mauritz Aronsson,M,28,,
5257,Ida Maria Aronsson,F,24,176,62
5258,Justin Arop,M,22,185,88
5259,Abdessalem Arous,M,21,180,81
5260,Julius Edgar Barbosa Arp,M,16,,
5261,Oreste Arp,M,22,,
5262,Marie-Luc Arpin,F,22,173,68
5263,Michel Arpin,M,28,178,70
5264,Paul Arpin,M,28,170,55
5265,Ren Arpin,M,28,173,76
5266,Marco Arpino,M,25,184,67
5267,Rodolfo Arpon,M,20,167,60
5268,Jos Javier Arqus Ferrer,M,24,181,74
5269,Andrs Jesus Arraez,M,17,,
5270,Miguel da Cunha Arraiolos,M,28,173,62
5271,Hugo Michael Arrambide,M,37,178,76
5272,Mario Arranz Puente,M,26,175,71
5273,Paloma Arranz Santamarta,F,22,,
5275,Mariano Arrate Esnaola,M,27,,
5276,Pablo Guillermo Arraya,M,30,182,72
5277,Tania Karina Arrayales Macas,F,20,158,53
5278,Armando Arrechavaleta Carrera,M,29,182,71
5279,Hernando Arrechea,M,21,184,78
5280,Luis Arredondo Cepeda,M,20,169,75
5281,Nicols Arredondo Ibez,M,26,178,75
5282,Rojelio Ray Arredondo,M,37,168,70
5283,Ren Arredondo Cepeda,M,20,165,66
5284,Sonia Arredondo,F,20,158,60
5285,Mohammad Arref,M,,,52
5286,Juan Pedro Arremn,M,29,,
5287,Juana Rosario Arrendel,F,17,188,72
5288,Jordi Arrese Casta,M,27,175,74
5289,Niklas Bo Arrhenius,M,25,194,122
5290,Valeriano Pompeo Maurizio Valerio Arri,M,27,,
5291,Marcia Arriaga Larrinua,F,12,168,58
5292,Marcelo Arriagada Quinchel,M,22,166,56
5293,Marco Antonio Arriagada Quinchel,M,20,167,58
5294,Igone Arribas Bailn,F,17,167,45
5295,Ysica Arrin,F,28,172,62
5296,Arqumedes Arrieta,M,18,,
5297,Jairo Arrieta Obando,M,20,172,65
5298,Jacob Joseph Jake Arrieta,M,22,193,102
5299,Valentina Arrighetti,F,27,185,72
5300,Eduardo Arrillaga Arjona,M,22,188,89
5301,Jorge Arripe,M,16,,
5302,Morgan Arritola,F,23,162,52
5303,Miguel Arrobas Horta Costa,M,18,176,67
5304,Luis Rolando Arrojo vila,M,24,193,100
5305,Jessica Nicole Nic Arrold,F,22,166,63
5306,Christine Arron,F,27,177,64
5307,Ins Arrondo,F,22,167,58
5308,Christopher Chris Arrowsmith,M,25,170,64
5309,Andrs Arroyo,M,21,177,64
5310,Angel Arroyo,M,23,150,56
5311,Antonio Arroyo Prez,M,22,170,63
5312,Carlos Alberto Arroyo Bermudez,M,25,185,86
5313,Eduardo Arroyo,M,40,173,77
5314,Gabriel Adrin Arroyo,M,35,194,95
5315,Gavin Baxter Arroyo,M,24,190,86
5316,Harold Arroyo Z.,M,27,,91
5317,Hctor A. Arroyo Rodrguez,M,22,,60
5318,Jorge David Arroyo Valdez,M,20,193,105
5319,Juan Arroyo,M,25,159,57
5320,McJoe Arroyo Acevedo,M,22,163,54
5321,McWilliams Arroyo Acevedo,M,22,163,51
5322,Miguel Arroyo Prez,M,18,165,54
5323,Omar Cecilio Arroyo Rodrguez,M,24,177,68
5324,Christian Marcelo Chelly Arrue,M,31,175,81
5325,Francisco Esteban Arru Pardo,M,23,169,64
5327,Israil Magomedgireyevich Arsamakov,M,26,169,85
5328,Hayri Arsebk,M,21,,
5329,Nicols Arsel,M,19,170,71
5330,Vicente Arsenal,M,24,165,48
5331,Samantha Sam Arsenault (-Livingstone),F,18,178,69
5332,Lise Isabelle Arsenault-Goertz,F,17,162,49
5333,Milorad Mikica Arsenijevi,M,21,,
5334,Boris Nikolayevich Arsenyev,M,,,
5335,Heather Ann Arseth,F,18,170,60
5336,Rza Arseven,M,,,
5337,Hussain Arshad,M,25,,
5338,Mohammad Malik Arshad,M,24,171,74.5
5339,Artiom Tommy Arshansky,M,20,163,60
5340,Andreea Arsine,F,27,159,55
5341,Yasin Arslan,M,22,165,69
5342,Abas Arslanagi,M,27,189,97
5343,Armen Arslanian,M,32,,
5344,Sirop Arslanian,M,17,180,77
5345,mer Arslanolu,M,20,180,84
5346,Andrea Arsovi,F,25,165,61
5347,Gustavo Leonardo Artacho,M,28,170,65
5348,Mariafe Artacho del Solar,F,22,175,66
5349,Estanislao Artal Garriga,M,,,
5350,Elena Artamendi Garca,F,21,,
5351,Montserrat Artamendi Garca,F,18,,
5352,Olga Artamonova,F,22,163,63
5353,Yevgeniya Viktorovna Artamonova-Estes,F,17,191,75
5354,Todor Arkadi Todorov Artarski,M,25,192,102
5355,Bakhtiyar Garifulayevich Artayev,M,21,183,75
5356,Gabriel Israel Arteaga Risquet,M,23,175,81
5357,Mario Alberto Arteaga Herrera,M,21,,
5358,Mauricio Jos Arteaga Snchez,M,23,177,68
5359,Alejandro Arteche Zurinaga,M,25,,
5360,Jos Antonio Artecona Artze,M,51,175,87
5361,Marcel Artlsa,M,22,175,70
5362,Helmut Artelt,M,27,165,72
5363,Alexander Vladimirovich Sasha Artemev,M,22,168,
5364,Boriss Artemjevs,M,27,,
5365,Aleksandr Viktorovich Artemyev,M,22,172,54
5366,Olga Dmitriyevna Arteshina,F,17,191,78
5367,Ivan Nikolayevich Arteyev,M,28,175,68
5368,Anthony Arthur,M,24,175,83
5369,Richard Bruce Arthur,M,26,,
5370,Christine Arthur,F,20,162,60
5371,George Arthur,M,,,
5372,Jenny Lyvette Arthur,F,22,166,74
5373,John Duncan Johnny Arthur,M,18,,
5374,John Norman Stewart Arthur,M,29,180,67
5375,Peter John Henry Arthur,M,29,171,90
5376,Wayne Arthurs,M,33,191,80
5378,Natalia Artic-Stratulat,F,29,178,83
5379,Vernica Artica Cartier,F,26,,
5380,douard Jos Artigas,M,42,,
5381,Marta Artigas y Masdeu,F,16,160,32
5382,Ramn Artigas Rigal,M,20,,
5383,Rifat Rimatovich Artikov,M,29,195,92
5384,George Artin Tajirian,M,26,174,63
5385,Dnil Artiomov,M,17,188,79
5386,William John Artis,M,,,
5387,Mykhailo Vasylovych Artiukhov,M,26,166,53
5388,Juan Ramn Gregorio Artola Letamenda,M,24,,
5389,Michel Artola,M,38,,
5390,Ainhoa Artolazbal Royo,F,20,,
5391,Sedat Artu,M,28,162,56
5392,Izzat Artykov,M,22,160,69
5393,Eleni Artymata,F,22,177,62
5394,Aleksandr Artynyuk,M,24,172,67
5395,Aleksandra Ivanovna Artyomenko,F,28,,
5396,Vladimir Nikolayevich Artyomov,M,23,167,63
5397,Nataliya Petrovna Artyomova,F,25,167,49
5398,Sergey Yevgenyevich Artyukhin,M,31,187,120
5399,Mikhail Vasilyevich Artyukhov,M,24,175,72
5400,Fabio Aru,M,26,183,65
5401,Akiko Aruga,F,30,151,53
